Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude,Agency Description,Color Description,Body Style Description
4560764154,01/10/2023,1819,,0000,CA,202309,,HOND,PA,BK,723 40TH PL W,,55,80.56E4+,RED ZONE,93,6475693.527937,1826344.769598,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4559988101,01/10/2023,1902,,0000,CA,202208,,NISS,PA,OT,2600 4TH ST,0402A,54,80.56E4+,RED ZONE,93,6477236.006779,1845969.504834,54 - DOT - HOLLYWOOD,OTHER,PASSENGER CAR
4560991842,01/10/2023,1854,,0000,CA,202308,,DODG,PU,GY,250 LOMA DR,,56,80.56E4+,RED ZONE,93,6481426.684031,1844487.446937,56 - DOT - CENTRAL,GREY,PICK-UP TRUCK
4560910900,01/10/2023,1822,,0000,CA,202309,,HOND,PA,BL,1612 FORMOSA AV N,0401A,54,80.56E4+,RED ZONE,93,6456686.619781,1858966.280766,54 - DOT - HOLLYWOOD,BLUE,PASSENGER CAR
4559370104,01/10/2023,1838,,0000,CA,202312,,HYUN,PA,WT,11340 MISSISSIPPI AV,0201B,51,80.56E4+,RED ZONE,93,6427383.951571,1836902.691515,51 - DOT - WESTERN,WHITE,PASSENGER CAR
4560743935,01/10/2023,843,,0000,CA,202304,,TOYT,PA,BK,10300 REMICK AVE,,53,80.56E4+,RED ZONE,93,6430596.231301,1916402.420128,53 - DOT - VALLEY,BLACK,PASSENGER CAR
4560405964,01/10/2023,909,,0000,CA,202307,,BMW,PA,WT,3679 HALLDALE AVE,,55,80.56E4+,RED ZONE,93,6469876.239874,1830219.078647,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4561002751,01/10/2023,226,,0000,CA,202309,,TOYT,PA,GY,2200 HOBART BLVD S,,55,80.56E4+,RED ZONE,93,6468404.527997,1835745.072089,55 - DOT - SOUTHERN,GREY,PASSENGER CAR
4560615404,01/10/2023,234,,0000,CA,202302,,HOND,PA,GY,3055 ROSALIND PL,,56,80.56E4+,RED ZONE,93,6497554.52826,1830894.131077,56 - DOT - CENTRAL,GREY,PASSENGER CAR
4560617320,01/10/2023,225,,0000,CA,202310,,NISS,PA,GY,4533 PICKFORD ST,,51,80.56E4+,RED ZONE,93,6459246.946507,1837146.955687,51 - DOT - WESTERN,GREY,PASSENGER CAR
4560617353,01/10/2023,250,,0000,CA,202309,,VOLK,PA,GY,4800 ST ELMO DR,,51,80.56E4+,RED ZONE,93,6458107.147408,1838245.011385,51 - DOT - WESTERN,GREY,PASSENGER CAR
4559671406,01/10/2023,253,,0000,CA,202303,,HOND,PA,GY,400 HELIOTROPE DR,0403B,54,80.56E4+,RED ZONE,93,6472110.170165,1850780.62788,54 - DOT - HOLLYWOOD,GREY,PASSENGER CAR
4560615441,01/10/2023,247,,0000,CA,202212,,NISS,PA,GY,1327 GRANDE VISTA AVE S,,56,80.56E4+,RED ZONE,93,6498104.637504,6498104.637504,56 - DOT - CENTRAL,GREY,PASSENGER CAR
4560615426,01/10/2023,241,,0000,CA,202306,,ACUR,PA,WT,1259 GRANDE VISTA AVE S,,56,80.56E4+,RED ZONE,93,6498285.435587,1830531.77502,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4559974145,01/10/2023,226,,0000,CA,202308,,BMW,PA,GY,5919 CHULA VISTA WAY,0403A,54,80.56E4+,RED ZONE,93,6465192.974074,1861611.256898,54 - DOT - HOLLYWOOD,GREY,PASSENGER CAR
4560801000,01/10/2023,218,,0000,CA,202301,,FORD,PA,WT,700 WESTMORELAND AV S,0402B,54,80.56E4+,RED ZONE,93,6474107.308626,1844263.547799,54 - DOT - HOLLYWOOD,WHITE,PASSENGER CAR
4561002773,01/10/2023,317,,0000,CA,202304,,JEEP,PA,SL,2200 HOBART BLVD S,,55,80.56E4+,RED ZONE,93,6468404.527997,1835745.072089,55 - DOT - SOUTHERN,SILVER,PASSENGER CAR
4561002740,01/10/2023,223,,0000,CA,202301,,GMC,VN,TN,2200 HOBART BLVD S,,55,80.56E4+,RED ZONE,93,6468404.527997,1835745.072089,55 - DOT - SOUTHERN,TAN,VAN
4561080145,01/10/2023,312,,0000,CA,202203,,HOND,PA,BL,1000 OPP ST,,55,80.56E4+,RED ZONE,93,6478279.62352,1743254.973375,55 - DOT - SOUTHERN,BLUE,PASSENGER CAR
4560615415,01/10/2023,239,,0000,CA,202308,,TOYT,PA,BL,1255 GRANDE VISTA AVE S,,56,80.56E4+,RED ZONE,93,6498292.310753,1830544.716235,56 - DOT - CENTRAL,BLUE,PASSENGER CAR
4559974171,01/10/2023,236,,0000,CA,202304,,VOLK,PA,BL,1848 GARFIELD PL,0403A,54,80.56E4+,RED ZONE,93,6467603.940718,1860541.113363,54 - DOT - HOLLYWOOD,BLUE,PASSENGER CAR
4561002762,01/10/2023,230,,0000,CA,202303,,NISS,PA,RD,2200 HOBART BLVD S,,55,80.56E4+,RED ZONE,93,6468404.527997,1835745.072089,55 - DOT - SOUTHERN,RED,PASSENGER CAR
4560376704,01/10/2023,1025,,0000,CA,202310,,TOYT,PU,BG,400 KINGLSEY DR N,,54,80.56E4+,RED ZONE,93,99999,99999,54 - DOT - HOLLYWOOD,BEIGE,PICK-UP TRUCK
4560303101,01/10/2023,1041,,0000,CA,202312,,FRHT,TK,BN,1051 CROCKER ST S,,56,80.56E4+,RED ZONE,93,6485675.133423,1834920.837326,56 - DOT - CENTRAL,BROWN,TRUCK
4561111100,01/10/2023,1057,,0000,CA,0,,KIA,PA,BK,1401 ADAMS BLVD W,,55,80.56E4+,RED ZONE,93,6473335.514771,1834433.355696,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4560827110,01/10/2023,1059,,0000,CA,202301,,CHEV,PA,BK,5523 FORTUNA ST,,55,80.56E4+,RED ZONE,93,6487231.061572,1819844.908236,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4561035301,01/10/2023,1025,,0000,CA,202103,,INFI,PA,SL,9701 BROADWAY  S,,55,80.56E4+,RED ZONE,93,6477244.293777,1803354.956619,55 - DOT - SOUTHERN,SILVER,PASSENGER CAR
4560256595,01/10/2023,1102,,0000,CA,202310,,HYUN,PA,RD,443 SAN PEDRO ST S,,56,80.56E4+,RED ZONE,93,6487898.335361,1838790.509941,56 - DOT - CENTRAL,RED,PASSENGER CAR
4560678220,01/10/2023,1101,,0000,CA,202306,,FORD,PA,BK,15516 NORDHOFF ST,360R1,53,80.56E4+,RED ZONE,93,6419570.90502,1908433.503171,53 - DOT - VALLEY,BLACK,PASSENGER CAR
4561097446,01/10/2023,1019,,0000,CA,202303,,TOYT,PA,WT,600 DETROIT ST S,,54,80.56E4+,RED ZONE,93,6457146.183388,1846181.422185,54 - DOT - HOLLYWOOD,WHITE,PASSENGER CAR
4560764165,01/10/2023,1822,,0000,CA,202307,,HOND,PA,BK,723 40TH PL W,,55,80.56E4+,RED ZONE,93,6475693.527937,1826344.769598,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4561081851,01/10/2023,1911,,0000,WA,202307,,JEEP,PA,GY,4225 EXPOSITION BL,,55,80.56E4+,RED ZONE,93,,,55 - DOT - SOUTHERN,GREY,PASSENGER CAR
4560542195,01/10/2023,1914,,0000,CA,202102,,NISS,PA,WT,1414 FAIRBANKS PL,,56,80.56E4+,RED ZONE,93,6484121.558475,1850868.445443,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4561050071,01/10/2023,1834,,0000,CA,202302,,MITS,PA,RD,502 31ST ST W,,55,80.56E4+,RED ZONE,93,6477628.226902,1831085.631103,55 - DOT - SOUTHERN,RED,PASSENGER CAR
4559988086,01/10/2023,1821,,0000,CA,202304,,VOLK,PA,WT,4000 COUNCIL ST,0402A,54,80.56E4+,RED ZONE,93,6471573.740468,1849917.171396,54 - DOT - HOLLYWOOD,WHITE,PASSENGER CAR
4560991853,01/10/2023,1858,,0000,CA,202304,,DODG,VN,OT,251 LOMA DR,,56,80.56E4+,RED ZONE,93,6481384.089337,1844446.349869,56 - DOT - CENTRAL,OTHER,VAN
4560995983,01/10/2023,1909,,0000,CA,202302,,KIA,PA,WT,4731 BUTTERFLY LANE,,56,80.56E4+,RED ZONE,93,6506620.776204,1852075.900646,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4559988090,01/10/2023,1857,,0000,CA,202208,,CHEV,PA,GY,2600 4TH ST,0402A,54,80.56E4+,RED ZONE,93,6477236.006779,1845969.504834,54 - DOT - HOLLYWOOD,GREY,PASSENGER CAR
4560405931,01/10/2023,904,,0000,CA,202311,,CHEV,PA,BL,1501 37TH ST W,,55,80.56E4+,RED ZONE,93,6469876.469128,1830151.492581,55 - DOT - SOUTHERN,BLUE,PASSENGER CAR
4560405920,01/10/2023,856,,0000,AZ,0,,HYUN,PA,BK,1476 37TH PL W,,55,80.56E4+,RED ZONE,93,6470062.907391,1829790.442876,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4560875896,01/10/2023,818,,0000,CA,202302,,LEXS,PA,GO,1500 64TH ST W,,55,80.56E4+,RED ZONE,93,6469987.405598,1815757.672571,55 - DOT - SOUTHERN,GOLD,PASSENGER CAR
4560945675,01/10/2023,903,,0000,CA,202401,,TOYT,PA,SL,8761 WALL ST S,,55,80.56E4+,RED ZONE,93,6479281.422569,1807160.962656,55 - DOT - SOUTHERN,SILVER,PASSENGER CAR
4559965572,01/10/2023,831,,0000,CA,202308,,TOYT,PA,SL,1101 ST ANDREWS PL N,,54,80.56E4+,RED ZONE,93,6467536.599063,1855559.606104,54 - DOT - HOLLYWOOD,SILVER,PASSENGER CAR
4560567196,01/10/2023,837,,0000,CA,202309,,FORD,PA,BK,1505 AVALON BL N,,55,80.56E4+,RED ZONE,93,6481608.023665,1747295.717184,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4560741846,01/10/2023,836,,0000,CA,202301,,CHRY,PA,BL,4301 43RD ST W,,55,80.56E4+,RED ZONE,93,99999,99999,55 - DOT - SOUTHERN,BLUE,PASSENGER CAR
4560801022,01/10/2023,222,,0000,CA,202305,,HOND,PA,GY,700 WESTMORELAND AV S,0402B,54,80.56E4+,RED ZONE,93,6474107.308626,1844263.547799,54 - DOT - HOLLYWOOD,GREY,PASSENGER CAR
4560615452,01/10/2023,253,,0000,CA,202211,,HOND,PA,GN,3101 GLENN AVE,,56,80.56E4+,RED ZONE,93,99999,99999,56 - DOT - CENTRAL,GREEN,PASSENGER CAR
4561080134,01/10/2023,233,,0000,CA,202310,,HOND,PA,GY,1600 227TH ST,,55,80.56E4+,RED ZONE,93,6468622.128445,1757082.669341,55 - DOT - SOUTHERN,GREY,PASSENGER CAR
4560617331,01/10/2023,233,,0000,CA,202301,,BMW,PA,GY,1800 LONGWOOD AVE,,51,80.56E4+,RED ZONE,93,6457373.629465,1838132.150948,51 - DOT - WESTERN,GREY,PASSENGER CAR
4561172523,01/10/2023,1026,,0000,CA,202309,,HOND,PA,SL,1502 MAGNOLIA AV,,55,80.56E4+,RED ZONE,93,6474912.750744,1838982.308083,55 - DOT - SOUTHERN,SILVER,PASSENGER CAR
4561035371,01/10/2023,1117,,0000,CA,202309,,HYUN,PA,RD,200 105TH ST W,,55,80.56E4+,RED ZONE,93,6477894.241009,1801033.87991,55 - DOT - SOUTHERN,RED,PASSENGER CAR
4560678183,01/10/2023,1047,,0000,CA,202212,,FORD,PA,MR,15566 RAYEN ST,360R1,53,80.56E4+,RED ZONE,93,6418989.261633,1907120.94463,53 - DOT - VALLEY,MAROON,PASSENGER CAR
4560329384,01/10/2023,1029,,0000,CA,0,,OTHR,TK,BN,253 BROADWAY  S,,56,80.56E4+,RED ZONE,93,6486729.351788,1841265.426892,56 - DOT - CENTRAL,BROWN,TRUCK
4561095733,01/10/2023,1117,,0000,CA,0,,LEXS,PA,SL,900 OXFORD AV S,489R2,54,80.56E4+,RED ZONE,93,6468430.225424,1842850.922244,54 - DOT - HOLLYWOOD,SILVER,PASSENGER CAR
4561009902,01/10/2023,1100,,0000,CA,202107,,HOND,PA,BK,8400 SAN PEDRO ST S,,55,80.56E4+,RED ZONE,93,6479944.083934,1808965.479364,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4561050082,01/10/2023,1915,,0000,CA,202308,,TOYT,PA,RD,1303 42ND PL E,,55,80.56E4+,RED ZONE,93,6485277.582628,1824894.829575,55 - DOT - SOUTHERN,RED,PASSENGER CAR
4560974563,01/10/2023,834,,0000,CA,202208,,FORD,TK,BN,4777 SAN VICENTE BLVD,,51,80.56E4+,RED ZONE,93,6458633.165535,1840341.721236,51 - DOT - WESTERN,BROWN,TRUCK
4560743913,01/10/2023,834,,0000,CA,202310,,NISS,PA,BL,13769 HOYT ST,,53,80.56E4+,RED ZONE,93,6430838.481765,1916121.89324,53 - DOT - VALLEY,BLUE,PASSENGER CAR
4560619711,01/10/2023,854,,0000,ID,202110,,HOND,PA,GO,1701 MIRAMAR ST,,56,80.56E4+,RED ZONE,93,6480659.851463,1844911.746487,56 - DOT - CENTRAL,GOLD,PASSENGER CAR
4561112485,01/10/2023,836,,0000,CA,0,,AUDI,PA,SL,100 68TH ST E,,55,80.56E4+,RED ZONE,93,6478616.580781,1814442.829119,55 - DOT - SOUTHERN,SILVER,PASSENGER CAR
4560757784,01/10/2023,1037,,0000,CA,202311,,NISS,PA,GN,1401 25TH ST E,,55,80.56E4+,RED ZONE,93,6473335.863449,1834762.703568,55 - DOT - SOUTHERN,GREEN,PASSENGER CAR
4561160774,01/10/2023,1054,,0000,CA,202306,,INFI,PA,SL,4991 DRUID ST,,56,80.56E4+,RED ZONE,93,,,56 - DOT - CENTRAL,SILVER,PASSENGER CAR
4561147636,01/10/2023,1058,,0000,CA,202304,,GMC,PA,WT,4800 HOOVER ST S,,55,80.56E4+,RED ZONE,93,6474643.89111,1822373.227921,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4560538916,01/10/2023,1026,,0000,CA,0,,FORD,CM,WT,333 GRAND,,56,80.56E4+,RED ZONE,93,6485442.266475,1841603.074087,56 - DOT - CENTRAL,WHITE,COMMERCIAL
4560757751,01/10/2023,1022,,0000,CA,202302,,HOND,PA,GY,1315 21ST ST E,,55,80.56E4+,RED ZONE,93,6468634.587324,1722521.610293,55 - DOT - SOUTHERN,GREY,PASSENGER CAR
4561095663,01/10/2023,1020,,0000,CA,202310,,SUBA,PA,RD,144 EDGEMONT ST S,489R2,54,80.56E4+,RED ZONE,93,6471575.805379,1849399.922945,54 - DOT - HOLLYWOOD,RED,PASSENGER CAR
4561172512,01/10/2023,1021,,0000,CA,202305,,PONT,PA,BK,1503 15TH ST W,,55,80.56E4+,RED ZONE,93,6467479.148771,1724508.262769,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4560757810,01/10/2023,1102,,0000,CA,0,,MNNI,PA,BL,1002 27TH ST E,,55,80.56E4+,RED ZONE,93,6470711.439625,1720532.503448,55 - DOT - SOUTHERN,BLUE,PASSENGER CAR
4561172475,01/10/2023,849,,0000,CA,202301,,JEEP,PA,BK,8122 HOOVER ST,,55,80.56E4+,RED ZONE,93,6474614.392872,1809866.094274,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4560405905,01/10/2023,821,,0000,UT,202307,,LEXS,PA,SL,401 46TH ST W,,55,80.56E4+,RED ZONE,93,6476309.676816,1823212.449047,55 - DOT - SOUTHERN,SILVER,PASSENGER CAR
4561058375,01/10/2023,900,,0000,CA,202311,,JEEP,PA,SL,9731 ZELZAH AVE,330R1,53,80.56E4+,RED ZONE,93,6403525.685566,1912797.675191,53 - DOT - VALLEY,SILVER,PASSENGER CAR
4560256514,01/10/2023,831,,0000,CA,0,,FRHT,TK,WT,205 CENTRAL AVE S,,56,80.56E4+,RED ZONE,93,6489169.263481,1839805.324493,56 - DOT - CENTRAL,WHITE,TRUCK
4560137116,01/10/2023,1046,,0000,CA,202303,,TOYT,PA,RD,7253 MELROSE AV W,,54,80.56E4+,RED ZONE,93,,,54 - DOT - HOLLYWOOD,RED,PASSENGER CAR
4561069612,01/10/2023,1100,,0000,CA,202306,,HOND,PA,GY,2200 BUTLER AV,,51,80.56E4+,RED ZONE,93,6427126.37444,1835963.511688,51 - DOT - WESTERN,GREY,PASSENGER CAR
4561172560,01/10/2023,1059,,0000,CA,202306,,KIA,PA,BK,404 36TH ST E,,55,80.56E4+,RED ZONE,93,99999,99999,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4560678205,01/10/2023,1053,,0000,CA,202305,,TOYT,PA,BK,8901 LANGDON AVE,360R1,53,80.56E4+,RED ZONE,93,6419661.925736,1907112.239501,53 - DOT - VALLEY,BLACK,PASSENGER CAR
4560820843,01/10/2023,1055,,0000,CA,202307,,TOYT,PA,WT,1301 45TH ST W,,55,80.56E4+,RED ZONE,93,6470873.884454,1823492.008509,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4560437291,01/10/2023,1031,,0000,CA,202202,,STRN,PA,RD,1600 56TH ST W,,55,80.56E4+,RED ZONE,93,6469344.554992,1819416.307303,55 - DOT - SOUTHERN,RED,PASSENGER CAR
4560678194,01/10/2023,1051,,0000,CA,202207,,HOND,PA,WT,15528 RAYEN ST,360R1,53,80.56E4+,RED ZONE,93,6419353.876221,1907116.23055,53 - DOT - VALLEY,WHITE,PASSENGER CAR
4560406001,01/10/2023,1045,,0000,CA,202309,,JAGU,PA,WT,3790 WISCONSIN PL,,55,80.56E4+,RED ZONE,93,6472855.29824,1828835.884647,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4561035334,01/10/2023,1031,,0000,CA,202307,,TOYT,PA,BK,300 101ST,,55,80.56E4+,RED ZONE,93,6477302.784941,1802352.913812,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4560499042,01/10/2023,1043,,0000,CA,202304,,NISS,PA,BK,400 UNION DR,,56,80.56E4+,RED ZONE,93,6480666.846643,1844011.752205,56 - DOT - CENTRAL,BLACK,PASSENGER CAR
4560850501,01/10/2023,1055,,0000,CA,202305,,LEXS,PA,TN,1224 8TH ST E,,56,80.56E4+,RED ZONE,93,6480310.156867,1840696.629429,56 - DOT - CENTRAL,TAN,PASSENGER CAR
4561190524,01/10/2023,1059,,0000,CA,202308,,NISS,PA,WT,1501 8TH ST W,,56,80.56E4+,RED ZONE,93,6479574.100903,1841343.500846,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4560379305,01/10/2023,1114,,0000,CA,202210,,CHEV,PA,SL,11601 TRUESDALE ST,,53,80.56E4+,RED ZONE,93,6444808.148842,1913482.898102,53 - DOT - VALLEY,SILVER,PASSENGER CAR
4561156670,01/10/2023,1038,,0000,CA,0,,INFI,PA,GY,1155 SYCAMORE AV N,,54,80.56E4+,RED ZONE,93,6457880.421398,1855941.207556,54 - DOT - HOLLYWOOD,GREY,PASSENGER CAR
4561104730,01/10/2023,1119,,0000,CA,201910,,OTHR,PA,BG,1401 COCHRAN AVE,0102R,51,80.56E4+,RED ZONE,93,6454830.697291,1840122.521909,51 - DOT - WESTERN,BEIGE,PASSENGER CAR
4560947160,01/10/2023,1110,,0000,CA,9,,OTHR,VN,BN,901 2ND ST E,,56,80.56E4+,RED ZONE,93,6484596.11272,1843373.06124,56 - DOT - CENTRAL,BROWN,VAN
4561190491,01/10/2023,1020,,0000,CA,202302,,HOND,VN,SL,1400 5TH ST W,,56,80.56E4+,RED ZONE,93,6481871.387709,1842607.476866,56 - DOT - CENTRAL,SILVER,VAN
4560757740,01/10/2023,1020,,0000,CA,202109,,MERZ,PA,SL,1315 21ST ST E,,55,80.56E4+,RED ZONE,93,6468634.587324,1722521.610293,55 - DOT - SOUTHERN,SILVER,PASSENGER CAR
4560747450,01/10/2023,1042,,0000,CA,202309,,TOYT,PA,WT,500 246TH ST E,,55,80.56E4+,RED ZONE,93,99999,99999,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4560850475,01/10/2023,1024,,0000,CA,12,,OTHR,TK,BN,787 14TH ST E,,56,80.56E4+,RED ZONE,93,6485025.086718,1833919.280162,56 - DOT - CENTRAL,BROWN,TRUCK
4560820854,01/10/2023,1056,,0000,CA,202211,,HOND,PA,GN,1300 45TH ST W,,55,80.56E4+,RED ZONE,93,6470873.884454,1823492.008509,55 - DOT - SOUTHERN,GREEN,PASSENGER CAR
4560051915,01/10/2023,1029,,0000,CA,202311,,FORD,PA,GY,3700 COUNCIL ST,,54,80.56E4+,RED ZONE,93,6472951.961211,1849619.803326,54 - DOT - HOLLYWOOD,GREY,PASSENGER CAR
4561074000,01/10/2023,1039,,0000,CA,202309,,LINC,PA,BK,4500 OAKWOOD AVE,,54,80.56E4+,RED ZONE,93,6469434.419701,1850774.061548,54 - DOT - HOLLYWOOD,BLACK,PASSENGER CAR
4561095700,01/10/2023,1105,,0000,CA,202302,,TOYT,PA,BK,2900 JAMES M WOOD BLVD W,489R2,54,80.56E4+,RED ZONE,93,6473334.840069,1842868.687098,54 - DOT - HOLLYWOOD,BLACK,PASSENGER CAR
4560757821,01/10/2023,1111,,0000,CA,202309,,CHEV,PA,BK,3604 GRIFFITH AVE S,,55,80.56E4+,RED ZONE,93,,,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4560747472,01/10/2023,1109,,0000,FL,202110,,NISS,PA,GY,201 L ST E,,55,80.56E4+,RED ZONE,93,,,55 - DOT - SOUTHERN,GREY,PASSENGER CAR
4561181450,01/10/2023,1107,,0000,CA,202310,,TOYT,PA,BL,8400 WADSWORTH AVE,,55,80.56E4+,RED ZONE,93,6483257.273221,1808974.245229,55 - DOT - SOUTHERN,BLUE,PASSENGER CAR
4561147614,01/10/2023,1025,,0000,CA,202300,,TOYT,PA,SL,800 43RD ST W,,55,80.56E4+,RED ZONE,93,6474630.603472,1824512.034277,55 - DOT - SOUTHERN,SILVER,PASSENGER CAR
4560256573,01/10/2023,1012,,0000,CA,0,,TOYT,PU,WT,801 TOWNE AVE S,,56,80.56E4+,RED ZONE,93,6486679.40089,1835984.636071,56 - DOT - CENTRAL,WHITE,PICK-UP TRUCK
4560376715,01/10/2023,1029,,0000,CA,202401,,MERZ,PA,RD,300 ARDMORE AV N,,54,80.56E4+,RED ZONE,93,6470119.730644,1850279.243931,54 - DOT - HOLLYWOOD,RED,PASSENGER CAR
4560678216,01/10/2023,1055,,0000,CA,202305,,TOYT,PA,BK,8949 LANGDON AVE,360R1,53,80.56E4+,RED ZONE,93,6419665.985599,1907432.207416,53 - DOT - VALLEY,BLACK,PASSENGER CAR
4560974585,01/10/2023,846,,0000,CA,202309,,HOND,PA,BL,2104 SYCAMORE AVE S,,51,80.56E4+,RED ZONE,93,6455166.357981,1836748.995363,51 - DOT - WESTERN,BLUE,PASSENGER CAR
4560499005,01/10/2023,823,,0000,CA,202207,,FORD,PU,OT,250 LOMA DR,,56,80.56E4+,RED ZONE,93,6481426.684031,1844487.446937,56 - DOT - CENTRAL,OTHER,PICK-UP TRUCK
4561172501,01/10/2023,908,,0000,CA,202306,,TOYT,PA,BL,3935 DALTON AVE,,55,80.56E4+,RED ZONE,93,6469710.542387,1827578.954982,55 - DOT - SOUTHERN,BLUE,PASSENGER CAR
4560567200,01/10/2023,904,,0000,CA,202108,,FORD,PA,WT,400 ANAHEIM ST W,,55,80.56E4+,RED ZONE,93,6480729.266248,1742331.10233,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4561174461,01/10/2023,837,,0000,CA,202311,,HOND,PA,WT,4101 FIGUEROA ST S,,55,80.56E4+,RED ZONE,93,6475981.734702,1826016.659652,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4560410993,01/10/2023,1048,,0000,CA,202302,,HOND,PA,GY,2300 OCEAN VIEW AVE W,,54,80.56E4+,RED ZONE,93,6478244.405956,1845360.43293,54 - DOT - HOLLYWOOD,GREY,PASSENGER CAR
4561172556,01/10/2023,1055,,0000,CA,202304,,FORD,PA,WT,3505 TRINITY ST,,55,80.56E4+,RED ZONE,93,6480515.774465,1828079.437125,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4561035360,01/10/2023,1055,,0000,CA,202310,,HOND,PA,TN,300 109TH ST W,,55,80.56E4+,RED ZONE,93,6477299.411756,1799709.019454,55 - DOT - SOUTHERN,TAN,PASSENGER CAR
4561156655,01/10/2023,1024,,0000,CA,202300,,JEEP,PA,WT,858 ALTA VISTA BL N,,54,80.56E4+,RED ZONE,93,,,54 - DOT - HOLLYWOOD,WHITE,PASSENGER CAR
4560757762,01/10/2023,1030,,0000,CA,202305,,TOYT,PA,GY,1400 22ND ST E,,55,80.56E4+,RED ZONE,93,6474105.140672,1835608.781506,55 - DOT - SOUTHERN,GREY,PASSENGER CAR
4559849523,01/10/2023,1031,,0000,CA,202304,,GRUM,VN,BN,606 HILL ST S,,56,80.56E4+,RED ZONE,93,6484967.545528,1839676.5387,56 - DOT - CENTRAL,BROWN,VAN
4560329351,01/10/2023,840,,0000,CA,0,,JEEP,PA,BK,300 11TH ST W,,56,80.56E4+,RED ZONE,93,6482630.757905,1837353.755225,56 - DOT - CENTRAL,BLACK,PASSENGER CAR
4560741861,01/10/2023,917,,0000,CA,202209,,BMW,PA,WT,1820 36TH PL W,,55,80.56E4+,RED ZONE,93,6466958.59168,1830488.891154,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4560741835,01/10/2023,835,,0000,CA,202212,,HOND,PA,BK,1131 43RD ST W,,55,80.56E4+,RED ZONE,93,6472439.734804,1824512.868896,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4560828742,01/10/2023,834,,0000,CA,202305,,MITS,PA,RD,5750 TUJUNGA AVE,,53,80.56E4+,RED ZONE,93,6447024.137498,1886333.618607,53 - DOT - VALLEY,RED,PASSENGER CAR
4560828753,01/10/2023,839,,0000,CA,202304,,TOYT,PA,GY,11300 MIRANDA ST,,53,80.56E4+,RED ZONE,93,6447347.057098,1886253.981298,53 - DOT - VALLEY,GREY,PASSENGER CAR
4560850490,01/10/2023,1040,,0000,CA,202208,,GMC,PA,BK,1202 8TH ST E,,56,80.56E4+,RED ZONE,93,6480561.752321,1840559.544136,56 - DOT - CENTRAL,BLACK,PASSENGER CAR
4561028161,01/10/2023,1042,,0000,CA,0,,GMC,PU,BK,5169 MEDINA ROAD,,53,80.56E4+,RED ZONE,93,6380326.865168,1882043.765933,53 - DOT - VALLEY,BLACK,PICK-UP TRUCK
4560828812,01/10/2023,1059,,0000,CA,202302,,MERZ,PA,BK,11529 DELANO ST,,53,80.56E4+,RED ZONE,93,6446023.918235,1888890.67771,53 - DOT - VALLEY,BLACK,PASSENGER CAR
4560757806,01/10/2023,1057,,0000,CA,202302,,BMW,PA,SL,2601 PALOMA ST S,,55,80.56E4+,RED ZONE,93,6484013.769258,1829520.798381,55 - DOT - SOUTHERN,SILVER,PASSENGER CAR
4560709683,01/10/2023,1046,,0000,CA,202309,,NISS,PA,SL,4336 VENTURA CANYON AVE,,53,80.56E4+,RED ZONE,93,6431688.724631,1876771.883788,53 - DOT - VALLEY,SILVER,PASSENGER CAR
4560828764,01/10/2023,850,,0000,CA,202311,,TOYT,PA,GY,11200 TIARA ST,,53,80.56E4+,RED ZONE,93,6448347.310571,1887556.527058,53 - DOT - VALLEY,GREY,PASSENGER CAR
4559511740,01/10/2023,837,,0000,CA,202305,,HOND,PA,SL,1401 49TH ST E,,55,80.56E4+,RED ZONE,93,6470684.261883,1822210.840115,55 - DOT - SOUTHERN,SILVER,PASSENGER CAR
4560499016,01/10/2023,827,,0000,MN,202210,,BMW,PA,BK,252 COLUMBIA AVE,,56,80.56E4+,RED ZONE,93,6481864.656716,1844454.057264,56 - DOT - CENTRAL,BLACK,PASSENGER CAR
